Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2011,N2O,9942,9980
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2011,CO2,69747,69747
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2011,CH4,845,282
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2011,N2O,159,160
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2011,CO2,434084,434084
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2011,CH4,3059,1020
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,LPG,2011,N2O,192,193
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2011,CO2,15868482,15868482
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2011,CH4,132440,44147
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2011,N2O,8325,8356
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2011,CO2,3346835,3346835
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2011,CH4,39499,13166
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2011,N2O,7448,7477
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2011,CH4,69047,23016
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2011,N2O,2893,2904
Yes,No,No,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2011,Biogenic CO2,267863,267863
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Asphalt and Road Oil,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Asphalt and Road Oil,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Asphalt and Road Oil,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Coking,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Coking,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Coking,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,2011,CO2,1936858,1936858
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,2011,CH4,18089,6030
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,2011,N2O,8528,8560
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2011,CO2,810151,810151
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2011,CH4,2905,968
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2011,N2O,1826,1833
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Kerosene,2011,CO2,67917,67917
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Kerosene,2011,CH4,247,82
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Kerosene,2011,N2O,155,156
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2011,CO2,19754,19754
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2011,CH4,28,9
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2011,N2O,9,9
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Lubricants,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Lubricants,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Lubricants,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Lubricants (Transportation),2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Lubricants (Transportation),2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Lubricants (Transportation),2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2011,CO2,3973099,3973099
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2011,CH4,6632,2211
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,2011,N2O,2084,2092
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2011,CO2,1188434,1188434
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2011,CH4,3094,1031
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2011,N2O,1945,1952
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2011,CO2,587305,587305
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2011,CH4,2079,693
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2011,N2O,1307,1312
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,CO2,1126,1126
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,CH4,4,1
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2011,N2O,3,3
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2011,CH4,49171,16390
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2011,N2O,20605,20683
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2011,Biogenic CO2,1735970,1735970
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,2011,CO2,13166,13166
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,2011,CO2,443928,443928
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,2011,CO2,20412,20412
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,2011,CO2,1922,1922
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Kerosene,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Kerosene,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Kerosene,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,2011,CO2,48485,48485
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,2011,CO2,243037,243037
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),2011,CO2,350665,350665
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,CO2,122205,122205
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,2011,CO2,47781,47781
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Residual Fuel,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Residual Fuel,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Residual Fuel,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2011,CO2,12099,12099
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2011,CO2,12125,12125
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Wood,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Wood,2011,N2O,0,0
Yes,No,No,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Wood,2011,Biogenic CO2,0,0
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2011,CO2,53049484,53049484
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2011,CH4,223355,74452
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2011,N2O,583117,585326
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2011,Biogenic CO2,3551929,3551929
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2011,CO2,13122548,13122548
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2011,CH4,10653,3551
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2011,N2O,16732,16795
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2011,Biogenic CO2,544697,544697
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,2011,CO2,261854,261854
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,2011,CH4,24209,8070
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,2011,N2O,1775,1782
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,2011,Biogenic CO2,0,0
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2011,CO2,15006,15006
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2011,CH4,1154,385
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2011,N2O,54,55
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,2011,CO2,6384532,6384532
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,2011,CH4,0,0
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,2011,N2O,61548,61781
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,2011,CO2,413193,413193
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,2011,CH4,2832,944
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,2011,N2O,2848,2859
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,2011,Biogenic CO2,17179,17179
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2011,CO2,139858,139858
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2011,CH4,7699,2566
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2011,N2O,651,653
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2011,Biogenic CO2,5815,5815
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,2011,CO2,55049,55049
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,2011,CH4,456,152
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,2011,N2O,416,418
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,2011,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,2011,CO2,43541,43541
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,2011,CH4,2397,799
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,2011,N2O,203,203
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,2011,Biogenic CO2,1810,1810
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2011,CO2,2093019,2093019
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2011,CH4,17334,5778
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2011,N2O,15816,15876
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,2011,CO2,10340230,10340230
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,2011,CH4,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,2011,N2O,99681,100058
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,2011,CO2,372120,372120
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,2011,CH4,3224,1075
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,2011,N2O,9459,9495
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,2011,Biogenic CO2,15471,15471
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,CO2,298555,298555
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,CH4,8536,2845
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,N2O,15073,15130
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,Biogenic CO2,20576,20576
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2011,CO2,14233,14233
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2011,CH4,422,141
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2011,N2O,684,687
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2011,Biogenic CO2,981,981
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2011,CO2,216197,216197
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2011,CH4,2294,765
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2011,N2O,7530,7559
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2011,Biogenic CO2,14900,14900
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,CO2,42682,42682
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,CH4,1264,421
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,N2O,2052,2060
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,Biogenic CO2,2942,2942
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,CO2,20275,20275
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,CH4,601,200
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,N2O,975,978
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2011,Biogenic CO2,1397,1397
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,CO2,971042,971042
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,CH4,30338,10113
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,N2O,61886,62120
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,Biogenic CO2,66922,66922
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2011,CO2,439959,439959
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2011,CH4,9894,3298
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2011,N2O,82,82
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2011,Biogenic CO2,30321,30321
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,CO2,425918,425918
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,CH4,12930,4310
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,N2O,21108,21188
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,Biogenic CO2,29353,29353
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gas,2011,CO2,1022067,1022067
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gas,2011,CH4,1706,569
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gas,2011,N2O,536,538
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2011,CO2,106267,106267
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2011,CH4,19097074,6365691
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2011,N2O,182,183
Yes,Yes,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,2011,CO2,7047194,7047194
Yes,Yes,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,2011,CH4,11872,3957
Yes,Yes,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,2011,N2O,25543,25640
Yes,No,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,2011,Biogenic CO2,50147,50147
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,2011,CO2,2169225,2169225
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,2011,CH4,2419,806
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,2011,N2O,725,728
Yes,No,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,2011,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Coal,2011,CO2,314904,314904
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Distillate Fuel,2011,CO2,28302,28302
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Natural Gas,2011,CO2,5292561,5292561
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Petroleum Coke,2011,CO2,31921,31921
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Residual Fuel,2011,CO2,73204,73204
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Coal,2011,CH4,1972376,657459
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Distillate Fuel,2011,CH4,19528,6509
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Natural Gas,2011,CH4,20902017,6967339
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Petroleum Coke,2011,CH4,25659,8553
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Residual Fuel,2011,CH4,60228,20076
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Coal,2011,N2O,2404,2413
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Distillate Fuel,2011,N2O,138,138
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Natural Gas,2011,N2O,15782,15842
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Petroleum Coke,2011,N2O,152,152
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Residual Fuel,2011,N2O,330,331
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,2011,CO2,0,0
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fuel,2011,CO2,1577816,1577816
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2011,CO2,42386,42386
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2011,CO2,351209,351209
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Natural Gas,2011,CO2,4837246,4837246
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,2011,CH4,0,0
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fuel,2011,CH4,1088676,362892
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2011,CH4,37967,12656
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2011,CH4,204814,68271
